Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS31,OUT017,3034.2862609900126
FDJ20,OUT017,2015.9523650995584
FDV44,OUT027,5139.494756097966
FDG02,OUT049,3063.5496820159506
FDA09,OUT013,2985.071447890961
FDT04,OUT013,705.8390713362943
FDL58,OUT019,572.0334180620325
FDE52,OUT045,1476.9850624436936
FDW12,OUT035,2470.3277290195515
FDL51,OUT017,3696.5611990665057
NCY42,OUT027,3017.9870251565135
FDR07,OUT017,1534.9077262576961
FDN40,OUT045,2490.6561058337575
FDB35,OUT027,2681.95699536486
FDA22,OUT017,2556.408340609445
NCL06,OUT046,4067.3838478827365
FDI35,OUT013,3036.084333830382
NCW42,OUT045,3748.411056732237
NCX06,OUT049,2991.911716482373
FDC37,OUT027,2890.674887592202
FDZ14,OUT018,2015.9523650995584
DRG49,OUT049,3908.3154495659614
NCG06,OUT045,4036.4977367388465
DRC36,OUT045,2853.0689523585706
FDV21,OUT019,280.5075846219459
FDB53,OUT046,2476.925728072811
DRP47,OUT019,572.9277219093751
FDA14,OUT013,2474.6187536547573
DRC24,OUT035,2490.6561058337575
FDW21,OUT018,1566.749287957309
NCH29,OUT046,1534.9077262576961
FDU58,OUT013,3061.3771865233375
FDY27,OUT017,2871.8619601122955
FDV56,OUT035,1597.6833797720392
FDT59,OUT046,3828.4780539385433
FDB23,OUT046,3783.3592850044574
FDR49,OUT045,739.9105348796681
FDB03,OUT010,574.7625572999568
FDN39,OUT045,2554.520575023681
FDX02,OUT027,5851.787494264409
FDQ16,OUT027,2880.02566729477
FDU35,OUT018,1542.2391397782123
NCT29,OUT013,2015.9523650995584
FDZ27,OUT046,743.9056681086436
FDN57,OUT017,2032.1976378315935
FDA03,OUT018,2474.6187536547573
FDZ36,OUT045,3061.3771865233375
NCU05,OUT013,1429.1783003939365
FDT39,OUT018,2479.5528633552185
FDK60,OUT017,1534.9077262576961
FDZ25,OUT017,2747.788758505599
FDG12,OUT046,2015.9523650995584
DRB01,OUT019,503.29242957432876
NCC43,OUT027,5851.787494264409
FDX13,OUT019,570.6252256161268
FDM22,OUT049,867.4268745930784
FDJ03,OUT027,1004.5443937053823
FDU14,OUT018,3777.686107306428
FDB33,OUT010,381.9414927145936
FDP27,OUT046,3061.3771865233375
FDO38,OUT010,160.31047121984852
FDE28,OUT027,5851.787494264409
FDO27,OUT035,1532.876283033565
DRL23,OUT027,2880.02566729477
FDS28,OUT046,967.687062928712
FDX24,OUT013,1533.6036431255059
FDZ02,OUT035,1534.9077262576961
FDL46,OUT045,1950.4111697832745
FDS60,OUT027,4735.075979522231
NCO06,OUT017,658.5394130784605
FDO16,OUT035,1428.6621364579312
FDC60,OUT049,1446.7071158326905
FDA48,OUT018,3509.9752168574673
FDZ36,OUT027,5139.494756097966
FDK27,OUT045,2015.9523650995584
FDW23,OUT018,661.1818763838774
FDM14,OUT018,1659.98202298513
FDM14,OUT013,1588.3355767725357
FDW60,OUT018,2871.0275677306427
FDE21,OUT013,1950.4111697832745
NCM42,OUT035,1600.4126278814927
FDY59,OUT010,232.81885728704802
DRI49,OUT049,1342.9776159448045
FDT28,OUT019,364.8761087836888
FDQ22,OUT018,663.8518396455504
FDR60,OUT049,1310.4976827807366
FDC50,OUT019,236.51937198594706
FDV24,OUT013,2479.5528633552185
DRF48,OUT010,490.0148047894599
FDQ47,OUT046,671.7655014532758
DRN36,OUT049,1534.9077262576961
NCY06,OUT035,2021.5219078461973
FDE52,OUT035,1476.9850624436936
NCB54,OUT045,2018.9643537490808
NCF31,OUT035,2487.994061910292
FDJ08,OUT027,5146.858313227153
NCC07,OUT017,1578.9676883255015
NCD19,OUT027,1207.4905455767478
FDL46,OUT049,1977.631277858001
FDM20,OUT045,3912.383409439887
NCI06,OUT010,453.5328694946545
DRM11,OUT035,4074.4700417825807
NCH07,OUT018,2536.6708764814275
FDS23,OUT013,2023.6666124586086
FDO49,OUT018,731.7945301085919
FDS35,OUT049,1108.7150109683666
DRK39,OUT045,1396.4765894668867
DRI39,OUT049,932.052846481753
FDV04,OUT017,2539.30334170345
NCN14,OUT035,3054.3447204003714
FDH08,OUT013,3826.881465265026
FDS20,OUT046,3061.3771865233375
FDV40,OUT049,1146.7112681870278
FDZ48,OUT010,260.3265498313147
FDS24,OUT027,2561.283838643307
FDK44,OUT049,2857.6131490484586
FDS48,OUT045,2476.925728072811
FDK26,OUT010,492.69225897198913
FDD23,OUT045,3061.3771865233375
NCH54,OUT017,2547.088158286202
NCP14,OUT010,239.7459958418479
FDM60,OUT010,130.63615181153364
FDV24,OUT017,2479.5528633552185
FDH08,OUT018,3601.552562457798
FDS12,OUT027,2990.492808271103
FDR39,OUT027,4767.962172064038
FDP12,OUT027,937.7532842462866
DRF60,OUT027,5851.787494264409
FDC09,OUT035,1578.9676883255015
FDF50,OUT018,3066.465626248239
FDG28,OUT035,3910.1893161811245
NCE19,OUT017,899.358749613359
NCM53,OUT010,251.63154198773785
NCN18,OUT049,1671.519128096202
FDF32,OUT035,3128.6901776160685
FDF11,OUT013,3906.292220711399
DRI59,OUT049,3787.6375908278274
NCG54,OUT035,2751.201549490011
FDM44,OUT046,1574.1010647898981
FDT57,OUT018,3659.4710949615023
FDV24,OUT046,2479.5528633552185
FDI50,OUT019,572.4600610067084
FDS09,OUT035,758.6112799479557
NCC31,OUT027,4104.2102548933935
FDQ07,OUT019,574.7625572999568
FDC22,OUT017,3061.3771865233375
FDZ56,OUT046,2749.5868313459687
FDZ40,OUT019,130.63615181153364
FDS46,OUT027,2950.1052423176575
DRD24,OUT045,2038.1234757303557
FDV45,OUT017,3061.3771865233375
FDL26,OUT045,2502.9314035124335
FDA56,OUT018,2015.9523650995584
FDN27,OUT046,1950.4111697832745
FDM20,OUT049,3912.383409439887
FDO16,OUT017,1374.25244108245
FDL03,OUT035,3056.833365732814
FDE58,OUT046,1950.4111697832745
FDI02,OUT027,2922.202516036019
NCC55,OUT019,130.63615181153364
FDR03,OUT018,3327.8630117699445
FDB14,OUT017,1515.6529671787364
FDR45,OUT013,3908.4863139701615
NCN07,OUT017,2023.6666124586086
FDM51,OUT019,241.97775440549984
FDT52,OUT027,5851.787494264409
FDL26,OUT046,2496.9931889838076
NCZ42,OUT046,3907.947421403932
DRI47,OUT019,366.35820828999334
FDW40,OUT013,2043.4842226842793
FDN34,OUT046,2749.5868313459687
FDS01,OUT035,2899.636017669437
NCG55,OUT045,1950.4111697832745
FDC11,OUT035,1451.1426132092806
FDX35,OUT018,3555.540299004469
NCB06,OUT046,2544.253238179374
FDR09,OUT019,572.9277219093751
FDC53,OUT017,1534.9077262576961
FDY45,OUT013,4034.3437137041074
FDA22,OUT010,386.9827072480282
FDE02,OUT035,1532.876283033565
FDW21,OUT045,1569.2512955486413
FDV34,OUT046,1189.5483132538698
FDS59,OUT049,1600.4126278814927
NCW17,OUT017,2021.5219078461973
NCK54,OUT046,1950.4111697832745
FDG17,OUT019,572.4600610067084
FDG35,OUT017,2848.5251315680466
FDD08,OUT010,130.63615181153364
NCO07,OUT017,3696.5611990665057
FDJ10,OUT010,281.4383255953922
FDW36,OUT017,1578.9676883255015
FDW21,OUT010,236.6684597815182
FDY19,OUT017,1950.4111697832745
DRE03,OUT013,772.8976733843715
NCC55,OUT049,674.4079647586927
FDH52,OUT010,135.01903845201548
FDO09,OUT017,4062.940414365593
FDU43,OUT045,3902.7328337225495
FDX09,OUT010,426.00967331401336
FDH40,OUT019,195.15324610975003
FDW58,OUT017,1578.9676883255015
FDC47,OUT017,3786.7261951947335
NCR41,OUT035,1530.058007347393
DRG49,OUT035,3908.3154495659614
FDC52,OUT027,4061.1957078695127
FDY13,OUT046,1194.3564931055712
FDY35,OUT013,715.4756145935664
FDI35,OUT017,3049.7386090157074
NCU18,OUT049,2043.4842226842793
FDY33,OUT018,2539.058707730901
FDC15,OUT027,4195.9948767806245
FDU01,OUT049,3059.005861225427
NCU42,OUT046,2751.201549490011
NCV29,OUT018,2871.0275677306427
NCY30,OUT017,3056.833365732814
FDQ46,OUT049,1691.3160508438198
FDG58,OUT027,4104.2102548933935
FDK33,OUT017,3698.7552923252683
NCD07,OUT045,1947.9405284193208
NCX29,OUT027,4020.0371387935993
NCT42,OUT013,2474.6187536547573
DRN59,OUT035,738.8844932103867
FDI44,OUT035,1315.8190942438896
FDA45,OUT049,2869.4906348143845
FDP31,OUT045,1104.8420556254766
FDY01,OUT046,1944.8471790026824
FDT09,OUT018,2032.1976378315935
DRH03,OUT027,2851.317962474215
FDA36,OUT018,3058.7447213013156
NCF31,OUT017,2496.9931889838076
FDG14,OUT049,2479.5528633552185
FDG28,OUT027,5851.787494264409
FDU14,OUT049,4002.5031455239246
FDY47,OUT019,283.6690033770473
FDI56,OUT049,1479.1885106648933
DRD01,OUT013,992.6178500959932
FDM22,OUT046,967.687062928712
FDH33,OUT013,710.1965641025874
DRZ24,OUT013,1966.7906380498723
NCQ38,OUT046,1578.9676883255015
FDO16,OUT027,2336.511934309904
FDU07,OUT027,4047.958755552916
NCB07,OUT013,3056.833365732814
FDU48,OUT045,2026.262596620377
NCM43,OUT045,2556.408340609445
FDR31,OUT010,364.45853246285265
DRK49,OUT018,664.7547930050877
NCI30,OUT010,575.1892002446327
DRD60,OUT017,3036.084333830382
NCG19,OUT046,3856.3061146871682
FDH12,OUT035,1578.9676883255015
FDM32,OUT035,1514.6290040517258
FDM27,OUT035,2505.4109947509187
NCU53,OUT027,4264.354008691133
NCQ18,OUT046,1539.807701614594
FDS10,OUT013,2957.487243771688
FDB33,OUT027,4195.9948767806245
FDI12,OUT013,1501.5428218924883
NCW42,OUT013,3744.062940438736
NCC06,OUT018,2021.5219078461973
FDW02,OUT017,2018.9643537490808
NCD43,OUT017,1578.9676883255015
FDM57,OUT018,1394.4328666626698
FDA58,OUT017,3871.3681250904906
FDK56,OUT046,3059.5791136829685
FDP52,OUT045,3823.39683598258
FDW20,OUT018,2015.9523650995584
FDS52,OUT049,1564.2169720041593
NCT29,OUT018,2007.7712967568668
NCL54,OUT013,2869.1006502897735
FDC05,OUT045,3072.09483773995
FDF34,OUT035,3063.4163263191895
FDP03,OUT027,2990.492808271103
FDD32,OUT010,191.81915149586487
FDZ10,OUT045,2021.5219078461973
FDZ40,OUT035,926.8537923906148
FDD51,OUT018,668.9319539247631
NCY30,OUT019,434.6586982346842
FDP58,OUT017,3708.3872202340485
FDV49,OUT017,4076.7190648857686
FDY24,OUT019,130.63615181153364
NCO55,OUT017,1583.5263143171496
FDR13,OUT017,1950.4111697832745
FDS51,OUT017,1016.056476673555
FDP26,OUT045,1578.9676883255015
NCB54,OUT027,2994.390892536261
FDF32,OUT017,3061.6182534788195
FDN31,OUT018,3058.7447213013156
DRM48,OUT017,658.5394130784605
FDN20,OUT049,2743.103300435532
DRL01,OUT046,3811.885604952738
FDV56,OUT049,1583.5263143171496
DRH13,OUT027,2880.02566729477
FDA03,OUT017,2474.6187536547573
FDF47,OUT027,5851.787494264409
FDX32,OUT046,2474.6187536547573
FDX57,OUT049,1534.9077262576961
NCA30,OUT045,3055.0352928924444
FDO49,OUT013,775.3850429008334
FDL04,OUT019,244.80077966031072
DRM48,OUT035,671.7655014532758
FDR16,OUT013,3689.2966696732083
NCC19,OUT018,3058.7447213013156
NCE42,OUT045,3879.2138396181113
FDY24,OUT017,899.358749613359
FDH19,OUT049,2855.6752738599375
FDJ46,OUT013,2851.270879518201
FDN45,OUT010,572.9277219093751
FDY08,OUT035,2032.1976378315935
FDZ37,OUT035,1442.554068757542
NCT30,OUT045,743.9056681086436
DRY23,OUT018,665.5393691501705
NCZ30,OUT018,2015.9523650995584
FDC44,OUT018,1930.0961344740429
FDB45,OUT035,1578.9676883255015
FDY04,OUT013,2548.591401334009
FDM27,OUT046,2541.691172952923
FDZ43,OUT017,3903.0704621715513
FDT39,OUT019,368.45773360204043
NCC06,OUT019,280.2778460119312
FDL15,OUT027,4104.2102548933935
FDL57,OUT017,4040.079412626843
FDU08,OUT046,1537.2691411382962
FDK40,OUT017,4086.31339133145
FDQ12,OUT010,570.947667119137
FDS48,OUT017,2479.5528633552185
FDP09,OUT045,3696.6185549675083
FDW21,OUT049,1537.2691411382962
FDY25,OUT035,3034.2862609900126
DRE13,OUT017,1420.3133598308445
FDV43,OUT019,130.63615181153364
FDD22,OUT045,1688.3191336048249
FDM46,OUT019,233.89608560688868
NCO30,OUT010,485.3434246618017
FDM25,OUT046,2853.0689523585706
NCN41,OUT049,2015.9523650995584
FDU24,OUT045,1519.3523152513249
FDZ50,OUT046,3061.3771865233375
FDP45,OUT013,3989.129792811858
NCM54,OUT045,2018.9643537490808
FDW10,OUT019,424.61439459290455
FDP20,OUT017,2021.5219078461973
FDK32,OUT046,2479.5528633552185
FDN52,OUT049,1452.4516603025208
FDM58,OUT045,1671.519128096202
FDZ46,OUT027,2909.894552688332
NCA18,OUT018,1950.4111697832745
FDD35,OUT046,2015.9523650995584
NCK31,OUT035,745.0206184834071
FDI40,OUT027,2864.4283099869026
FDT50,OUT019,236.8817655379414
NCT06,OUT046,2556.408340609445
FDT31,OUT035,3056.833365732814
FDT45,OUT049,867.4268745930784
FDT13,OUT045,3061.3771865233375
FDO50,OUT045,1483.565005261925
NCU18,OUT010,281.06819441666505
NCR54,OUT049,3063.5496820159506
NCO18,OUT018,2871.0275677306427
FDU09,OUT045,926.8537923906148
FDT13,OUT018,3058.7447213013156
FDE09,OUT046,1693.6919789813464
NCK53,OUT019,241.97775440549984
FDG45,OUT049,3693.591081751093
DRH15,OUT035,697.0120214230326
FDO21,OUT019,572.4600610067084
FDD14,OUT027,5139.494756097966
FDC09,OUT046,1578.9676883255015
FDH45,OUT027,945.4752167945293
FDV32,OUT046,1167.0377477824543
FDG12,OUT035,1980.5708675187766
FDS32,OUT013,2032.1976378315935
NCL55,OUT018,3779.9840385573916
DRE01,OUT035,3889.926705332719
DRE15,OUT049,1315.0317483835825
NCL42,OUT045,3908.1154858182103
FDP31,OUT013,1210.8335429391475
FDN33,OUT018,1522.44366813159
FDZ59,OUT046,2556.408340609445
FDE45,OUT010,431.4563832998519
FDJ07,OUT013,1966.7906380498723
FDQ45,OUT018,3056.946648460946
FDM33,OUT027,5851.787494264409
FDO15,OUT010,149.20073073295612
FDM46,OUT013,1531.041047903257
FDR03,OUT045,3464.1251060891545
FDY49,OUT018,2661.749964666599
FDQ60,OUT045,1977.631277858001
FDW10,OUT049,2855.6752738599375
FDO51,OUT049,692.3802004200375
FDJ40,OUT018,1595.6294944116369
FDS20,OUT018,3054.1374008202747
FDU45,OUT013,1774.9309838532831
FDV02,OUT035,2749.5868313459687
FDN09,OUT046,3907.6198425822804
NCM55,OUT027,5139.494756097966
FDN23,OUT018,2470.3277290195515
FDY31,OUT010,367.574222161657
FDW03,OUT010,239.7459958418479
FDD14,OUT046,3056.833365732814
FDV23,OUT017,2018.9643537490808
DRI03,OUT045,2856.248526317479
FDN13,OUT035,1542.2391397782123
FDF45,OUT027,1297.001177584587
FDU46,OUT035,1451.1426132092806
FDB57,OUT049,3748.59654346893
FDV12,OUT049,1542.2391397782123
FDQ58,OUT013,2479.5528633552185
NCA18,OUT017,1950.4111697832745
FDH52,OUT049,1046.1077517665196
FDM24,OUT018,2476.925728072811
NCP43,OUT027,4767.962172064038
NCO18,OUT019,431.54217651007735
FDM32,OUT017,1491.3317623099801
NCL07,OUT017,661.1818763838774
FDK03,OUT013,3995.9265133097742
FDP59,OUT017,1578.9676883255015
FDQ24,OUT049,3995.8822036589954
FDQ16,OUT018,1600.4126278814927
FDU44,OUT013,2544.253238179374
FDH28,OUT010,130.63615181153364
FDV28,OUT019,130.63615181153364
FDM22,OUT045,924.5598568200267
FDR56,OUT046,3061.3771865233375
FDV39,OUT049,3063.7907489714325
FDU37,OUT019,166.99624492253125
FDQ11,OUT010,572.4600610067084
FDX02,OUT045,3755.3228456268753
NCS42,OUT018,1520.2829521542394
FDY57,OUT027,2851.317962474215
FDB21,OUT049,3894.488997527356
FDE28,OUT017,3812.508020735022
FDQ55,OUT017,1930.0961344740429
FDA48,OUT049,3739.928642637936
FDZ19,OUT045,2855.4406535558455
NCC43,OUT045,3990.669999739983
NCV18,OUT046,1410.9043395899164
NCA42,OUT018,2539.058707730901
FDY45,OUT046,4043.183854507335
NCC30,OUT045,2959.325307052557
FDM57,OUT013,1503.2150233769194
FDL09,OUT010,389.5255890529589
FDB09,OUT027,2990.492808271103
FDT44,OUT035,1977.631277858001
NCT06,OUT027,4259.071864549411
FDX26,OUT049,3063.5496820159506
FDK32,OUT013,2496.9931889838076
DRA12,OUT046,2054.783491794274
FDO46,OUT010,490.10629638763004
FDE52,OUT013,1512.6924015288155
NCH42,OUT045,3821.493437634199
FDV08,OUT035,678.7654575249858
FDB47,OUT018,3478.7515400289894
FDC28,OUT010,260.66269450459714
FDD22,OUT046,1932.6508974220176
FDS07,OUT027,2930.5842925086577
DRI13,OUT045,3714.5332586357003
FDG32,OUT018,3517.2645102800884
FDU14,OUT017,4004.639882881685
FDD28,OUT019,131.00768179928872
NCP41,OUT017,1600.4126278814927
FDS08,OUT049,2860.2190946504616
FDX47,OUT045,2529.331670260413
FDC53,OUT019,240.18576443791036
FDQ19,OUT035,3913.4035202907776
FDL14,OUT045,2496.9931889838076
FDM33,OUT019,572.9277219093751
FDA51,OUT045,1930.0961344740429
FDZ27,OUT018,730.6795797338283
FDT04,OUT046,677.980881379903
DRC13,OUT049,2015.9523650995584
FDR16,OUT027,5851.787494264409
FDQ03,OUT027,5851.787494264409
FDE38,OUT035,2696.8124029705905
DRH23,OUT027,1212.3143939491652
FDT11,OUT019,492.36194467170134
FDD09,OUT035,2985.071447890961
FDR40,OUT045,1396.4765894668867
FDX07,OUT017,3055.0352928924444
FDR07,OUT035,1534.9077262576961
FDA51,OUT017,1932.6508974220176
FDT59,OUT019,573.012205538663
FDF20,OUT017,3061.3771865233375
FDR13,OUT045,1944.8471790026824
FDY26,OUT049,3696.7635803588223
FDW04,OUT017,2023.6666124586086
FDK52,OUT017,3793.5446381788415
FDN60,OUT049,2529.331670260413
FDM09,OUT019,413.2984291871038
FDP46,OUT049,1454.6212688191245
FDB50,OUT019,166.99624492253125
NCQ29,OUT049,4056.3116524981056
FDP16,OUT027,5851.787494264409
FDX33,OUT018,2544.45569306418
FDP07,OUT010,511.15245800997013
FDN22,OUT046,3987.107939525328
FDF39,OUT049,4074.7273529193226
FDS21,OUT017,996.3379619566285
NCM42,OUT013,1586.1394432735542
FDK50,OUT019,382.72305881794796
DRF13,OUT027,4043.946241537978
FDH35,OUT018,2548.4306450683275
FDP60,OUT018,1542.2391397782123
DRJ49,OUT027,2994.390892536261
NCT42,OUT019,366.09906340555005
FDE38,OUT049,2688.7335639070907
FDI04,OUT049,3077.2233489290984
NCH54,OUT045,2533.8121607613934
FDT56,OUT049,960.8923246172094
DRD15,OUT018,3602.9267968834956
FDV58,OUT013,3056.833365732814
FDP21,OUT049,3063.5496820159506
FDH05,OUT013,3805.847606949245
FDR10,OUT027,4233.174366269351
NCP06,OUT045,2476.925728072811
FDF33,OUT049,1581.225144162844
DRK37,OUT013,3061.3771865233375
DRH49,OUT045,1396.4765894668867
FDT58,OUT013,2683.7139392352706
FDD41,OUT018,1578.9676883255015
FDP40,OUT018,1666.759743498176
FDM51,OUT027,2864.4283099869026
FDO45,OUT010,196.30100834126145
FDW33,OUT010,239.7459958418479
FDY24,OUT045,926.8537923906148
FDB10,OUT010,570.1985826714509
FDM40,OUT035,2043.4842226842793
NCI06,OUT017,3036.084333830382
FDW12,OUT019,336.81766753824866
FDX48,OUT027,4104.2102548933935
NCW05,OUT027,2880.02566729477
FDX27,OUT017,1532.876283033565
DRM37,OUT045,3072.09483773995
FDA38,OUT045,3908.7664703897376
FDR36,OUT046,677.980881379903
FDZ45,OUT046,3106.4846025024326
FDG05,OUT017,2539.30334170345
FDK28,OUT013,4070.1219254890802
FDV47,OUT045,1431.5048656727695
FDN21,OUT045,2544.253238179374
FDP20,OUT027,2990.492808271103
FDI35,OUT045,3049.7386090157074
DRY23,OUT013,710.9185405791206
FDA56,OUT017,2015.9523650995584
FDB09,OUT013,2015.9523650995584
NCO26,OUT027,2946.0961425148785
FDQ49,OUT018,2510.9657704531137
FDI52,OUT027,2990.492808271103
FDZ44,OUT027,2946.0961425148785
FDZ09,OUT018,2553.775875387423
FDY03,OUT049,1927.5681540518447
NCG42,OUT017,2023.6666124586086
DRI13,OUT027,5851.787494264409
FDQ32,OUT013,2018.9643537490808
FDW16,OUT035,1483.565005261925
FDU27,OUT046,742.5332489669453
FDR28,OUT010,385.038041018433
FDQ49,OUT010,380.27794172411166
FDS37,OUT046,1950.4111697832745
FDW26,OUT018,3507.9638820719324
FDX12,OUT018,3690.315323297129
NCP06,OUT013,2476.925728072811
FDW45,OUT010,366.68852259028114
NCN30,OUT049,1532.876283033565
FDN24,OUT049,867.4268745930784
NCL41,OUT027,937.7532842462866
FDR02,OUT019,257.5298039374802
FDD09,OUT010,449.2510610471082
FDS33,OUT010,196.30100834126145
FDU22,OUT045,2007.7712967568668
FDI53,OUT013,2548.591401334009
DRH01,OUT049,2860.2190946504616
FDX32,OUT013,2063.8097937064176
NCP30,OUT018,664.7547930050877
FDB60,OUT045,3061.3771865233375
FDB14,OUT049,1519.3523152513249
NCP02,OUT035,929.6222162315452
FDJ10,OUT017,2032.1976378315935
FDG34,OUT046,1666.759743498176
NCB18,OUT017,1449.6096145554704
FDM16,OUT049,1131.1641520720543
FDW25,OUT018,1392.7606651782387
FDB35,OUT010,224.6934883491735
DRN11,OUT013,2092.7149999881144
FDF41,OUT019,570.1985826714509
FDH16,OUT045,1458.969009736447
NCQ50,OUT018,3481.3792797263977
DRH23,OUT018,910.8362818778724
DRJ37,OUT013,2479.5528633552185
DRJ24,OUT027,5139.494756097966
FDY16,OUT035,3055.0352928924444
FDQ27,OUT045,1578.9676883255015
FDZ33,OUT045,2476.925728072811
FDF29,OUT045,2023.6666124586086
FDA08,OUT049,2548.591401334009
FDG31,OUT046,1165.3655462980234
FDE34,OUT019,467.72768833448055
NCR30,OUT027,1449.115881798764
FDV33,OUT035,4068.370363088975
DRZ24,OUT018,2013.2274287195705
NCL54,OUT035,2851.270879518201
FDR12,OUT049,2855.2414478511837
NCC54,OUT046,3885.39349342388
DRN59,OUT013,769.248917627813
FDX50,OUT019,257.9852372534355
FDV31,OUT027,4735.075979522231
NCA29,OUT027,4399.367571991065
FDW60,OUT049,2875.8325284452776
FDX08,OUT017,3058.8885411908955
DRD49,OUT013,3860.391246929503
FDD33,OUT046,3816.8818410112353
FDW35,OUT013,710.1965641025874
FDJ36,OUT017,1578.9676883255015
FDV51,OUT035,2638.558839236891
FDW36,OUT046,1581.225144162844
FDH35,OUT046,2554.520575023681
NCS30,OUT027,2994.390892536261
FDN49,OUT017,661.1818763838774
FDL08,OUT018,3692.058395732116
FDI09,OUT013,3887.8765202901823
FDP19,OUT018,2023.6666124586086
FDU21,OUT010,130.63615181153364
NCP41,OUT045,1583.5263143171496
FDY10,OUT013,1819.5747637753288
FDP12,OUT018,658.5394130784605
NCN26,OUT049,1950.4111697832745
FDK44,OUT013,2858.0465991578485
FDC28,OUT049,1600.4126278814927
FDJ41,OUT027,5851.787494264409
NCT29,OUT035,2015.9523650995584
NCH42,OUT019,572.4600610067084
FDU60,OUT018,2672.098337515212
FDS02,OUT045,3059.5791136829685
FDC51,OUT046,2015.9523650995584
FDU03,OUT013,3054.3447204003714
FDX39,OUT045,3696.7635803588223
NCY05,OUT010,130.63615181153364
NCL06,OUT027,5851.787494264409
FDD32,OUT035,1319.7219583076296
NCN41,OUT045,2015.9523650995584
NCX53,OUT049,2043.4842226842793
FDU57,OUT019,368.08197176304435
FDQ23,OUT046,1578.9676883255015
FDQ52,OUT045,3982.0349790005275
FDC14,OUT045,677.980881379903
FDY09,OUT035,2873.6600329526646
FDQ28,OUT045,2508.18035087858
FDV25,OUT046,3755.167442185636
FDJ07,OUT035,1950.4111697832745
DRB25,OUT049,1578.9676883255015
FDK52,OUT019,572.9277219093751
FDY52,OUT027,1405.3985579136483
FDB28,OUT046,3063.4163263191895
FDT36,OUT035,671.7655014532758
FDV25,OUT017,3762.5217005311347
NCN07,OUT027,2994.390892536261
FDC57,OUT017,3056.833365732814
FDQ03,OUT018,3649.463040928621
FDU23,OUT017,2679.2746235277577
NCX41,OUT035,3696.7635803588223
NCD06,OUT035,741.3519307722364
FDW08,OUT045,1583.5263143171496
NCU29,OUT017,2472.3144663634807
NCE06,OUT013,2544.253238179374
FDV52,OUT010,273.43094012113727
FDB02,OUT017,2870.898723130143
NCR18,OUT045,679.4874340015189
FDK16,OUT049,1530.058007347393
NCQ29,OUT010,572.0334180620325
FDZ01,OUT019,242.82557965021428
FDW27,OUT035,2529.331670260413
FDD17,OUT018,3667.944684270515
FDW39,OUT013,2869.1006502897735
DRH59,OUT045,1127.0575768709534
FDS52,OUT013,1576.7141937463027
FDU40,OUT027,5738.619542633666
NCF54,OUT013,2851.181186772806
FDH46,OUT045,1578.9676883255015
NCP14,OUT049,1578.9676883255015
FDH50,OUT049,3063.5496820159506
DRF15,OUT010,372.06570628560263
FDV27,OUT027,2561.283838643307
NCJ06,OUT049,2010.4287298862705
FDN02,OUT018,3325.170096168976
FDQ51,OUT049,738.8844932103867
FDQ07,OUT017,3737.5321680868565
FDS45,OUT049,1578.9676883255015
NCJ06,OUT045,2015.9523650995584
FDD36,OUT035,1950.4111697832745
FDY25,OUT045,3057.090468350526
FDU52,OUT046,2496.9931889838076
DRK47,OUT017,3802.2661495324032
NCL30,OUT017,2021.5219078461973
FDN22,OUT035,3987.107939525328
NCF30,OUT027,2990.492808271103
FDK03,OUT035,4029.1542317022604
FDT45,OUT017,899.358749613359
